name,latitude,longitude,datetime,windspeed,winddir
"kenitra, morocco",34.26,-6.585,2024-09-01T00:00:00,5.4,290
"kenitra, morocco",34.26,-6.585,2024-09-01T01:00:00,9.2,271
"kenitra, morocco",34.26,-6.585,2024-09-01T02:00:00,5.4,290
"kenitra, morocco",34.26,-6.585,2024-09-01T03:00:00,5.4,280
"kenitra, morocco",34.26,-6.585,2024-09-01T04:00:00,6.6,360
"kenitra, morocco",34.26,-6.585,2024-09-01T05:00:00,5.4,20
"kenitra, morocco",34.26,-6.585,2024-09-01T06:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-01T07:00:00,3.4,262
"kenitra, morocco",34.26,-6.585,2024-09-01T08:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-01T09:00:00,7.6,330
"kenitra, morocco",34.26,-6.585,2024-09-01T10:00:00,9.4,310
"kenitra, morocco",34.26,-6.585,2024-09-01T11:00:00,7.6,320
"kenitra, morocco",34.26,-6.585,2024-09-01T12:00:00,9.4,330
"kenitra, morocco",34.26,-6.585,2024-09-01T13:00:00,12.9,311
"kenitra, morocco",34.26,-6.585,2024-09-01T14:00:00,13,330
"kenitra, morocco",34.26,-6.585,2024-09-01T15:00:00,13,330
"kenitra, morocco",34.26,-6.585,2024-09-01T16:00:00,13.9,320
"kenitra, morocco",34.26,-6.585,2024-09-01T17:00:00,13,330
"kenitra, morocco",34.26,-6.585,2024-09-01T18:00:00,13,340
"kenitra, morocco",34.26,-6.585,2024-09-01T19:00:00,12.8,322
"kenitra, morocco",34.26,-6.585,2024-09-01T20:00:00,9.4,10
"kenitra, morocco",34.26,-6.585,2024-09-01T21:00:00,5.4,320
"kenitra, morocco",34.26,-6.585,2024-09-01T22:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-01T23:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-02T00:00:00,5.4,330
"kenitra, morocco",34.26,-6.585,2024-09-02T01:00:00,5.1,233
"kenitra, morocco",34.26,-6.585,2024-09-02T02:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-02T03:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-02T04:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-02T05:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-02T06:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-02T07:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-02T08:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-02T09:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-02T10:00:00,2.5,20
"kenitra, morocco",34.26,-6.585,2024-09-02T11:00:00,11.2,340
"kenitra, morocco",34.26,-6.585,2024-09-02T12:00:00,13,360
"kenitra, morocco",34.26,-6.585,2024-09-02T13:00:00,14.7,331
"kenitra, morocco",34.26,-6.585,2024-09-02T14:00:00,14.8,350
"kenitra, morocco",34.26,-6.585,2024-09-02T15:00:00,14.8,323
"kenitra, morocco",34.26,-6.585,2024-09-02T16:00:00,17.5,10
"kenitra, morocco",34.26,-6.585,2024-09-02T17:00:00,18.4,340
"kenitra, morocco",34.26,-6.585,2024-09-02T18:00:00,16.6,10
"kenitra, morocco",34.26,-6.585,2024-09-02T19:00:00,16.5,341
"kenitra, morocco",34.26,-6.585,2024-09-02T20:00:00,14.8,20
"kenitra, morocco",34.26,-6.585,2024-09-02T21:00:00,11.2,10
"kenitra, morocco",34.26,-6.585,2024-09-02T22:00:00,8.4,355
"kenitra, morocco",34.26,-6.585,2024-09-02T23:00:00,5.4,20
"kenitra, morocco",34.26,-6.585,2024-09-03T00:00:00,7.6,350
"kenitra, morocco",34.26,-6.585,2024-09-03T01:00:00,3.7,322
"kenitra, morocco",34.26,-6.585,2024-09-03T02:00:00,5.4,350
"kenitra, morocco",34.26,-6.585,2024-09-03T03:00:00,5.4,260
"kenitra, morocco",34.26,-6.585,2024-09-03T04:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-03T05:00:00,5.4,340
"kenitra, morocco",34.26,-6.585,2024-09-03T06:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-03T07:00:00,5.1,253
"kenitra, morocco",34.26,-6.585,2024-09-03T08:00:00,5.4,310
"kenitra, morocco",34.26,-6.585,2024-09-03T09:00:00,5.4,240
"kenitra, morocco",34.26,-6.585,2024-09-03T10:00:00,11.2,330
"kenitra, morocco",34.26,-6.585,2024-09-03T11:00:00,11.2,330
"kenitra, morocco",34.26,-6.585,2024-09-03T12:00:00,11.2,350
"kenitra, morocco",34.26,-6.585,2024-09-03T13:00:00,16.4,301
"kenitra, morocco",34.26,-6.585,2024-09-03T14:00:00,14.8,310
"kenitra, morocco",34.26,-6.585,2024-09-03T15:00:00,13,340
"kenitra, morocco",34.26,-6.585,2024-09-03T16:00:00,13.9,325
"kenitra, morocco",34.26,-6.585,2024-09-03T17:00:00,14.8,340
"kenitra, morocco",34.26,-6.585,2024-09-03T18:00:00,13,340
"kenitra, morocco",34.26,-6.585,2024-09-03T19:00:00,16.5,302
"kenitra, morocco",34.26,-6.585,2024-09-03T20:00:00,11.2,330
"kenitra, morocco",34.26,-6.585,2024-09-03T21:00:00,9.4,330
"kenitra, morocco",34.26,-6.585,2024-09-03T22:00:00,7.6,265
"kenitra, morocco",34.26,-6.585,2024-09-03T23:00:00,7.6,310
"kenitra, morocco",34.26,-6.585,2024-09-04T00:00:00,5.4,300
"kenitra, morocco",34.26,-6.585,2024-09-04T01:00:00,7.3,243
"kenitra, morocco",34.26,-6.585,2024-09-04T02:00:00,5.4,290
"kenitra, morocco",34.26,-6.585,2024-09-04T03:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-04T04:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-04T05:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-04T06:00:00,5.4,170
"kenitra, morocco",34.26,-6.585,2024-09-04T07:00:00,1.7,127
"kenitra, morocco",34.26,-6.585,2024-09-04T08:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-04T09:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-04T10:00:00,7.6,331
"kenitra, morocco",34.26,-6.585,2024-09-04T11:00:00,9.4,340
"kenitra, morocco",34.26,-6.585,2024-09-04T12:00:00,11.2,320
"kenitra, morocco",34.26,-6.585,2024-09-04T13:00:00,12.8,292
"kenitra, morocco",34.26,-6.585,2024-09-04T14:00:00,11.2,320
"kenitra, morocco",34.26,-6.585,2024-09-04T15:00:00,14.8,340
"kenitra, morocco",34.26,-6.585,2024-09-04T16:00:00,15.6,340
"kenitra, morocco",34.26,-6.585,2024-09-04T17:00:00,13,340
"kenitra, morocco",34.26,-6.585,2024-09-04T18:00:00,11.2,350
"kenitra, morocco",34.26,-6.585,2024-09-04T19:00:00,11.1,341
"kenitra, morocco",34.26,-6.585,2024-09-04T20:00:00,7.6,10
"kenitra, morocco",34.26,-6.585,2024-09-04T21:00:00,5.4,10
"kenitra, morocco",34.26,-6.585,2024-09-04T22:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-04T23:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-05T00:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-05T01:00:00,3.4,292
"kenitra, morocco",34.26,-6.585,2024-09-05T02:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-05T03:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-05T04:00:00,5.4,139
"kenitra, morocco",34.26,-6.585,2024-09-05T05:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-05T06:00:00,9.4,90
"kenitra, morocco",34.26,-6.585,2024-09-05T07:00:00,2.1,91
"kenitra, morocco",34.26,-6.585,2024-09-05T08:00:00,7.6,130
"kenitra, morocco",34.26,-6.585,2024-09-05T09:00:00,9.4,140
"kenitra, morocco",34.26,-6.585,2024-09-05T10:00:00,9.4,90
"kenitra, morocco",34.26,-6.585,2024-09-05T11:00:00,11.2,40
"kenitra, morocco",34.26,-6.585,2024-09-05T12:00:00,14.8,340
"kenitra, morocco",34.26,-6.585,2024-09-05T13:00:00,16.6,345
"kenitra, morocco",34.26,-6.585,2024-09-05T14:00:00,18.4,340
"kenitra, morocco",34.26,-6.585,2024-09-05T15:00:00,14.8,350
"kenitra, morocco",34.26,-6.585,2024-09-05T16:00:00,15.7,350
"kenitra, morocco",34.26,-6.585,2024-09-05T17:00:00,20.5,360
"kenitra, morocco",34.26,-6.585,2024-09-05T18:00:00,18.4,360
"kenitra, morocco",34.26,-6.585,2024-09-05T19:00:00,14.7,332
"kenitra, morocco",34.26,-6.585,2024-09-05T20:00:00,5.4,20
"kenitra, morocco",34.26,-6.585,2024-09-05T21:00:00,9.4,10
"kenitra, morocco",34.26,-6.585,2024-09-05T22:00:00,5.4,329
"kenitra, morocco",34.26,-6.585,2024-09-05T23:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-06T00:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-06T01:00:00,5.1,243
"kenitra, morocco",34.26,-6.585,2024-09-06T02:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-06T03:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-06T04:00:00,2.5,160
"kenitra, morocco",34.26,-6.585,2024-09-06T05:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-06T06:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-06T07:00:00,1.7,176
"kenitra, morocco",34.26,-6.585,2024-09-06T08:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-06T09:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-06T10:00:00,5.4,350
"kenitra, morocco",34.26,-6.585,2024-09-06T11:00:00,9.4,340
"kenitra, morocco",34.26,-6.585,2024-09-06T12:00:00,13,360
"kenitra, morocco",34.26,-6.585,2024-09-06T13:00:00,14.8,332
"kenitra, morocco",34.26,-6.585,2024-09-06T14:00:00,14.8,350
"kenitra, morocco",34.26,-6.585,2024-09-06T15:00:00,13,350
"kenitra, morocco",34.26,-6.585,2024-09-06T16:00:00,16.6,360
"kenitra, morocco",34.26,-6.585,2024-09-06T17:00:00,16.6,10
"kenitra, morocco",34.26,-6.585,2024-09-06T18:00:00,13,360
"kenitra, morocco",34.26,-6.585,2024-09-06T19:00:00,13,351
"kenitra, morocco",34.26,-6.585,2024-09-06T20:00:00,13,20
"kenitra, morocco",34.26,-6.585,2024-09-06T21:00:00,13,20
"kenitra, morocco",34.26,-6.585,2024-09-06T22:00:00,7.6,40
"kenitra, morocco",34.26,-6.585,2024-09-06T23:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-07T00:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-07T01:00:00,5.1,282
"kenitra, morocco",34.26,-6.585,2024-09-07T02:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-07T03:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-07T04:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-07T05:00:00,7.6,80
"kenitra, morocco",34.26,-6.585,2024-09-07T06:00:00,9.4,90
"kenitra, morocco",34.26,-6.585,2024-09-07T07:00:00,21.5,313
"kenitra, morocco",34.26,-6.585,2024-09-07T08:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-07T09:00:00,9.4,90
"kenitra, morocco",34.26,-6.585,2024-09-07T10:00:00,9.4,35
"kenitra, morocco",34.26,-6.585,2024-09-07T11:00:00,9.4,50
"kenitra, morocco",34.26,-6.585,2024-09-07T12:00:00,13,40
"kenitra, morocco",34.26,-6.585,2024-09-07T13:00:00,18.5,48
"kenitra, morocco",34.26,-6.585,2024-09-07T14:00:00,31.7,20
"kenitra, morocco",34.26,-6.585,2024-09-07T15:00:00,33.5,10
"kenitra, morocco",34.26,-6.585,2024-09-07T16:00:00,33.5,20
"kenitra, morocco",34.26,-6.585,2024-09-07T17:00:00,25.9,40
"kenitra, morocco",34.26,-6.585,2024-09-07T18:00:00,20.5,50
"kenitra, morocco",34.26,-6.585,2024-09-07T19:00:00,11.3,71
"kenitra, morocco",34.26,-6.585,2024-09-07T20:00:00,7.6,160
"kenitra, morocco",34.26,-6.585,2024-09-07T21:00:00,13,140
"kenitra, morocco",34.26,-6.585,2024-09-07T22:00:00,16.6,140
"kenitra, morocco",34.26,-6.585,2024-09-07T23:00:00,18.4,170
"kenitra, morocco",34.26,-6.585,2024-09-08T00:00:00,14.8,160
"kenitra, morocco",34.26,-6.585,2024-09-08T01:00:00,7.2,59
"kenitra, morocco",34.26,-6.585,2024-09-08T02:00:00,5.4,10
"kenitra, morocco",34.26,-6.585,2024-09-08T03:00:00,11.2,10
"kenitra, morocco",34.26,-6.585,2024-09-08T04:00:00,13,15
"kenitra, morocco",34.26,-6.585,2024-09-08T05:00:00,11.2,40
"kenitra, morocco",34.26,-6.585,2024-09-08T06:00:00,16.6,30
"kenitra, morocco",34.26,-6.585,2024-09-08T07:00:00,3.9,12
"kenitra, morocco",34.26,-6.585,2024-09-08T08:00:00,7.6,70
"kenitra, morocco",34.26,-6.585,2024-09-08T09:00:00,9.4,70
"kenitra, morocco",34.26,-6.585,2024-09-08T10:00:00,9.4,355
"kenitra, morocco",34.26,-6.585,2024-09-08T11:00:00,11.2,340
"kenitra, morocco",34.26,-6.585,2024-09-08T12:00:00,11.2,330
"kenitra, morocco",34.26,-6.585,2024-09-08T13:00:00,16.4,273
"kenitra, morocco",34.26,-6.585,2024-09-08T14:00:00,13,310
"kenitra, morocco",34.26,-6.585,2024-09-08T15:00:00,14.8,310
"kenitra, morocco",34.26,-6.585,2024-09-08T16:00:00,16.6,320
"kenitra, morocco",34.26,-6.585,2024-09-08T17:00:00,18.4,320
"kenitra, morocco",34.26,-6.585,2024-09-08T18:00:00,18.4,330
"kenitra, morocco",34.26,-6.585,2024-09-08T19:00:00,14.7,292
"kenitra, morocco",34.26,-6.585,2024-09-08T20:00:00,9.4,330
"kenitra, morocco",34.26,-6.585,2024-09-08T21:00:00,7.6,310
"kenitra, morocco",34.26,-6.585,2024-09-08T22:00:00,2.5,300
"kenitra, morocco",34.26,-6.585,2024-09-08T23:00:00,5.4,320
"kenitra, morocco",34.26,-6.585,2024-09-09T00:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-09T01:00:00,7.2,253
"kenitra, morocco",34.26,-6.585,2024-09-09T02:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-09T03:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-09T04:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-09T05:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-09T06:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-09T07:00:00,5.1,292
"kenitra, morocco",34.26,-6.585,2024-09-09T08:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-09T09:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-09T10:00:00,7.6,305
"kenitra, morocco",34.26,-6.585,2024-09-09T11:00:00,9.4,300
"kenitra, morocco",34.26,-6.585,2024-09-09T12:00:00,11.2,320
"kenitra, morocco",34.26,-6.585,2024-09-09T13:00:00,11.2,320
"kenitra, morocco",34.26,-6.585,2024-09-09T14:00:00,14.8,330
"kenitra, morocco",34.26,-6.585,2024-09-09T15:00:00,14.8,320
"kenitra, morocco",34.26,-6.585,2024-09-09T16:00:00,13.9,330
"kenitra, morocco",34.26,-6.585,2024-09-09T17:00:00,13,350
"kenitra, morocco",34.26,-6.585,2024-09-09T18:00:00,13,360
"kenitra, morocco",34.26,-6.585,2024-09-09T19:00:00,13.1,323
"kenitra, morocco",34.26,-6.585,2024-09-09T20:00:00,11.2,10
"kenitra, morocco",34.26,-6.585,2024-09-09T21:00:00,9.4,350
"kenitra, morocco",34.26,-6.585,2024-09-09T22:00:00,5.4,340
"kenitra, morocco",34.26,-6.585,2024-09-09T23:00:00,7.6,350
"kenitra, morocco",34.26,-6.585,2024-09-10T00:00:00,7.6,350
"kenitra, morocco",34.26,-6.585,2024-09-10T01:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-10T02:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-10T03:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-10T04:00:00,5.4,315
"kenitra, morocco",34.26,-6.585,2024-09-10T05:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-10T06:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-10T07:00:00,5.1,272
"kenitra, morocco",34.26,-6.585,2024-09-10T08:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-10T09:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-10T10:00:00,7.6,295
"kenitra, morocco",34.26,-6.585,2024-09-10T11:00:00,13,320
"kenitra, morocco",34.26,-6.585,2024-09-10T12:00:00,16.6,320
"kenitra, morocco",34.26,-6.585,2024-09-10T13:00:00,18.1,281
"kenitra, morocco",34.26,-6.585,2024-09-10T14:00:00,13,300
"kenitra, morocco",34.26,-6.585,2024-09-10T15:00:00,14.8,320
"kenitra, morocco",34.26,-6.585,2024-09-10T16:00:00,13.9,320
"kenitra, morocco",34.26,-6.585,2024-09-10T17:00:00,18.4,330
"kenitra, morocco",34.26,-6.585,2024-09-10T18:00:00,14,300.8
"kenitra, morocco",34.26,-6.585,2024-09-10T19:00:00,12.8,291
"kenitra, morocco",34.26,-6.585,2024-09-10T20:00:00,9.4,340
"kenitra, morocco",34.26,-6.585,2024-09-10T21:00:00,7.6,320
"kenitra, morocco",34.26,-6.585,2024-09-10T22:00:00,7.6,274.3
"kenitra, morocco",34.26,-6.585,2024-09-10T23:00:00,5.4,300
"kenitra, morocco",34.26,-6.585,2024-09-11T00:00:00,9.4,310
"kenitra, morocco",34.26,-6.585,2024-09-11T01:00:00,7.6,254
"kenitra, morocco",34.26,-6.585,2024-09-11T02:00:00,7.6,290
"kenitra, morocco",34.26,-6.585,2024-09-11T03:00:00,7.6,280
"kenitra, morocco",34.26,-6.585,2024-09-11T04:00:00,6.4,300
"kenitra, morocco",34.26,-6.585,2024-09-11T05:00:00,9.4,300
"kenitra, morocco",34.26,-6.585,2024-09-11T06:00:00,9.4,310
"kenitra, morocco",34.26,-6.585,2024-09-11T07:00:00,11,271
"kenitra, morocco",34.26,-6.585,2024-09-11T08:00:00,7.6,300
"kenitra, morocco",34.26,-6.585,2024-09-11T09:00:00,9.4,310
"kenitra, morocco",34.26,-6.585,2024-09-11T10:00:00,9.4,301
"kenitra, morocco",34.26,-6.585,2024-09-11T11:00:00,11.2,310
"kenitra, morocco",34.26,-6.585,2024-09-11T12:00:00,11.2,310
"kenitra, morocco",34.26,-6.585,2024-09-11T13:00:00,18,282
"kenitra, morocco",34.26,-6.585,2024-09-11T14:00:00,16.6,300
"kenitra, morocco",34.26,-6.585,2024-09-11T15:00:00,18.4,320
"kenitra, morocco",34.26,-6.585,2024-09-11T16:00:00,17.4,335
"kenitra, morocco",34.26,-6.585,2024-09-11T17:00:00,14.8,330
"kenitra, morocco",34.26,-6.585,2024-09-11T18:00:00,11.2,320
"kenitra, morocco",34.26,-6.585,2024-09-11T19:00:00,16.2,292
"kenitra, morocco",34.26,-6.585,2024-09-11T20:00:00,5.4,330
"kenitra, morocco",34.26,-6.585,2024-09-11T21:00:00,5.4,290
"kenitra, morocco",34.26,-6.585,2024-09-11T22:00:00,5.4,280
"kenitra, morocco",34.26,-6.585,2024-09-11T23:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-12T00:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-12T01:00:00,10.6,194
"kenitra, morocco",34.26,-6.585,2024-09-12T02:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-12T03:00:00,5.4,110
"kenitra, morocco",34.26,-6.585,2024-09-12T04:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-12T05:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-12T06:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-12T07:00:00,5.1,68
"kenitra, morocco",34.26,-6.585,2024-09-12T08:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-12T09:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-12T10:00:00,5.4,300
"kenitra, morocco",34.26,-6.585,2024-09-12T11:00:00,7.6,300
"kenitra, morocco",34.26,-6.585,2024-09-12T12:00:00,13,340
"kenitra, morocco",34.26,-6.585,2024-09-12T13:00:00,14.6,302
"kenitra, morocco",34.26,-6.585,2024-09-12T14:00:00,13,320
"kenitra, morocco",34.26,-6.585,2024-09-12T15:00:00,11.2,330
"kenitra, morocco",34.26,-6.585,2024-09-12T16:00:00,14.8,345
"kenitra, morocco",34.26,-6.585,2024-09-12T17:00:00,14.8,340
"kenitra, morocco",34.26,-6.585,2024-09-12T18:00:00,13,360
"kenitra, morocco",34.26,-6.585,2024-09-12T19:00:00,12.9,322
"kenitra, morocco",34.26,-6.585,2024-09-12T20:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-12T21:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-12T22:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-12T23:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-13T00:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-13T01:00:00,3.4,176
"kenitra, morocco",34.26,-6.585,2024-09-13T02:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-13T03:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-13T04:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-13T05:00:00,5.4,170
"kenitra, morocco",34.26,-6.585,2024-09-13T06:00:00,5.4,190
"kenitra, morocco",34.26,-6.585,2024-09-13T07:00:00,4,56
"kenitra, morocco",34.26,-6.585,2024-09-13T08:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-13T09:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-13T10:00:00,5.4,340
"kenitra, morocco",34.26,-6.585,2024-09-13T11:00:00,9.4,340
"kenitra, morocco",34.26,-6.585,2024-09-13T12:00:00,11.2,350
"kenitra, morocco",34.26,-6.585,2024-09-13T13:00:00,13,330
"kenitra, morocco",34.26,-6.585,2024-09-13T14:00:00,13,340
"kenitra, morocco",34.26,-6.585,2024-09-13T15:00:00,16.6,330
"kenitra, morocco",34.26,-6.585,2024-09-13T16:00:00,14.8,330
"kenitra, morocco",34.26,-6.585,2024-09-13T17:00:00,11.2,350
"kenitra, morocco",34.26,-6.585,2024-09-13T18:00:00,11.2,330
"kenitra, morocco",34.26,-6.585,2024-09-13T19:00:00,9.4,350
"kenitra, morocco",34.26,-6.585,2024-09-13T20:00:00,5.4,310
"kenitra, morocco",34.26,-6.585,2024-09-13T21:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-13T22:00:00,5.4,220
"kenitra, morocco",34.26,-6.585,2024-09-13T23:00:00,5.4,250
"kenitra, morocco",34.26,-6.585,2024-09-14T00:00:00,7.6,220
"kenitra, morocco",34.26,-6.585,2024-09-14T01:00:00,7.6,230
"kenitra, morocco",34.26,-6.585,2024-09-14T02:00:00,7.6,250
"kenitra, morocco",34.26,-6.585,2024-09-14T03:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-14T04:00:00,2.9,301
"kenitra, morocco",34.26,-6.585,2024-09-14T05:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-14T06:00:00,5.4,220
"kenitra, morocco",34.26,-6.585,2024-09-14T07:00:00,3.7,140
"kenitra, morocco",34.26,-6.585,2024-09-14T08:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-14T09:00:00,5.4,240
"kenitra, morocco",34.26,-6.585,2024-09-14T10:00:00,5.4,265
"kenitra, morocco",34.26,-6.585,2024-09-14T11:00:00,9.4,320
"kenitra, morocco",34.26,-6.585,2024-09-14T12:00:00,11.2,330
"kenitra, morocco",34.26,-6.585,2024-09-14T13:00:00,18.1,321
"kenitra, morocco",34.26,-6.585,2024-09-14T14:00:00,13,340
"kenitra, morocco",34.26,-6.585,2024-09-14T15:00:00,13,360
"kenitra, morocco",34.26,-6.585,2024-09-14T16:00:00,11.2,15
"kenitra, morocco",34.26,-6.585,2024-09-14T17:00:00,11.2,350
"kenitra, morocco",34.26,-6.585,2024-09-14T18:00:00,9.4,360
"kenitra, morocco",34.26,-6.585,2024-09-14T19:00:00,10.9,294
"kenitra, morocco",34.26,-6.585,2024-09-14T20:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-14T21:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-14T22:00:00,2.9,269
"kenitra, morocco",34.26,-6.585,2024-09-14T23:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-15T00:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-15T01:00:00,8.9,272
"kenitra, morocco",34.26,-6.585,2024-09-15T02:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-15T03:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-15T04:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-15T05:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-15T06:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-15T07:00:00,1.7,88
"kenitra, morocco",34.26,-6.585,2024-09-15T08:00:00,5.4,180
"kenitra, morocco",34.26,-6.585,2024-09-15T09:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-15T10:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-15T11:00:00,11.2,330
"kenitra, morocco",34.26,-6.585,2024-09-15T12:00:00,11.2,310
"kenitra, morocco",34.26,-6.585,2024-09-15T13:00:00,14.5,292
"kenitra, morocco",34.26,-6.585,2024-09-15T14:00:00,13,330
"kenitra, morocco",34.26,-6.585,2024-09-15T15:00:00,14.8,330
"kenitra, morocco",34.26,-6.585,2024-09-15T16:00:00,14.8,340
"kenitra, morocco",34.26,-6.585,2024-09-15T17:00:00,11.2,340
"kenitra, morocco",34.26,-6.585,2024-09-15T18:00:00,7.6,20
"kenitra, morocco",34.26,-6.585,2024-09-15T19:00:00,7.6,314
"kenitra, morocco",34.26,-6.585,2024-09-15T20:00:00,0,0
"kenitra, morocco",34.26,-6.585,2024-09-15T21:00:00,5.4,260
"kenitra, morocco",34.26,-6.585,2024-09-15T22:00:00,5.4,255
"kenitra, morocco",34.26,-6.585,2024-09-15T23:00:00,16.6,230
"kenitra, morocco",34.26,-6.585,2024-09-16T00:00:00,7.6,280
"kenitra, morocco",34.26,-6.585,2024-09-16T01:00:00,8.5,260
"kenitra, morocco",34.26,-6.585,2024-09-16T02:00:00,9.4,260
"kenitra, morocco",34.26,-6.585,2024-09-16T03:00:00,11.2,260
"kenitra, morocco",34.26,-6.585,2024-09-16T04:00:00,9.4,265
"kenitra, morocco",34.26,-6.585,2024-09-16T05:00:00,5.4,270
"kenitra, morocco",34.26,-6.585,2024-09-16T06:00:00,5.4,240
"kenitra, morocco",34.26,-6.585,2024-09-16T07:00:00,7.6,221
"kenitra, morocco",34.26,-6.585,2024-09-16T08:00:00,5.4,250
"kenitra, morocco",34.26,-6.585,2024-09-16T09:00:00,11.2,230
"kenitra, morocco",34.26,-6.585,2024-09-16T10:00:00,7.6,270
"kenitra, morocco",34.26,-6.585,2024-09-16T11:00:00,11.2,280
"kenitra, morocco",34.26,-6.585,2024-09-16T12:00:00,16.6,300
"kenitra, morocco",34.26,-6.585,2024-09-16T13:00:00,21.9,281
